date,zip,temp_c,temp_delta_c,pressure_hpa,pressure_delta_hpa,pressure_swing,precipitation_mm,pm25_ugm3,pollen_index,high_pollen,sunlight_hours,is_school_day,school_break,break_transition,is_holiday,post_dst_window,construction_local,community_event,testing_week
2024-08-12,02115,18.3,-2.4,994.3,-0.3,False,8.1,11.6,35.6,False,11.3,False,True,False,False,False,False,False,False
2024-08-13,02115,20.1,1.7,997.7,3.4,False,1.8,2.0,21.4,False,10.7,False,True,False,False,False,False,False,False
2024-08-14,02115,16.6,-3.5,997.1,-0.5,False,2.6,10.2,52.6,False,10.6,False,True,False,False,False,False,False,False
2024-08-15,02115,19.4,2.9,994.5,-2.6,False,0.2,8.3,11.9,False,9.9,False,True,False,False,False,False,False,False
2024-08-16,02115,12.4,-7.0,990.2,-4.3,False,3.6,16.4,32.2,False,11.1,False,True,False,False,False,False,False,False
2024-08-17,02115,16.5,4.1,994.9,4.6,False,0.0,7.2,64.6,False,9.7,False,True,False,False,False,False,False,False
2024-08-18,02115,12.6,-3.9,997.9,3.1,False,0.7,7.2,27.2,False,9.1,False,True,False,False,False,False,False,False
2024-08-19,02115,16.6,4.0,998.2,0.2,False,4.5,2.8,48.0,False,13.9,False,True,False,False,False,True,False,False
2024-08-20,02115,19.1,2.5,1000.6,2.5,False,0.0,4.8,27.7,False,9.8,False,True,False,False,False,False,False,False
2024-08-21,02115,14.8,-4.3,995.1,-5.5,True,0.4,2.0,35.2,False,8.6,False,True,False,False,False,False,False,False
2024-08-22,02115,15.1,0.3,999.1,4.0,False,0.0,6.8,31.3,False,10.9,False,True,False,False,False,False,False,False
2024-08-23,02115,16.4,1.2,993.0,-6.1,True,2.5,11.4,57.7,False,8.5,False,True,False,False,False,False,False,False
2024-08-24,02115,15.8,-0.6,992.6,-0.3,False,0.0,12.1,35.3,False,11.5,False,True,False,False,False,False,False,False
2024-08-25,02115,13.6,-2.2,995.9,3.3,False,0.5,6.1,28.1,False,12.1,False,True,False,False,False,True,False,False
2024-08-26,02115,18.7,5.1,997.3,1.5,False,4.3,12.6,38.3,False,11.0,False,True,False,False,False,False,False,False
2024-08-27,02115,20.7,1.9,998.0,0.6,False,7.3,4.1,50.6,False,10.5,False,True,False,False,False,False,False,False
2024-08-28,02115,20.7,0.0,997.3,-0.6,False,1.0,22.0,31.9,False,9.5,False,True,False,False,False,False,False,False
2024-08-29,02115,18.6,-2.1,999.0,1.6,False,3.2,7.4,44.7,False,8.2,False,True,False,False,False,False,False,False
2024-08-30,02115,16.8,-1.7,1000.4,1.4,False,0.0,5.1,30.9,False,9.3,False,True,False,False,False,False,False,False
2024-08-31,02115,9.6,-7.3,1001.9,1.5,False,1.3,6.1,5.7,False,10.0,False,True,False,False,False,False,False,False
2024-09-01,02115,17.1,7.5,1006.2,4.3,False,3.9,8.7,46.0,False,11.9,False,False,False,False,False,False,False,False
2024-09-02,02115,15.0,-2.1,1007.5,1.3,False,1.4,9.4,37.1,False,11.6,True,False,False,False,False,False,False,False
2024-09-03,02115,15.3,0.3,1005.1,-2.4,False,0.6,15.6,16.8,False,11.2,True,False,False,False,False,False,False,False
2024-09-04,02115,15.3,0.0,1008.1,3.0,False,3.8,16.9,35.5,False,8.0,True,False,True,False,False,False,False,False
2024-09-05,02115,15.9,0.6,1003.2,-4.8,False,1.8,15.3,4.3,False,10.7,True,False,True,False,False,False,False,False
2024-09-06,02115,13.3,-2.6,1003.9,0.6,False,0.8,3.0,24.2,False,10.9,True,False,True,False,False,False,False,False
2024-09-07,02115,15.8,2.5,1002.1,-1.8,False,0.5,2.0,25.7,False,11.0,False,False,False,False,False,False,False,False
2024-09-08,02115,11.1,-4.7,1000.0,-2.0,False,0.0,7.8,23.2,False,11.6,False,False,False,False,False,False,False,False
2024-09-09,02115,12.8,1.7,1000.3,0.3,False,5.8,6.4,38.0,False,10.8,True,False,False,False,False,True,False,False
2024-09-10,02115,14.7,1.9,998.5,-1.8,False,0.0,6.2,12.1,False,11.6,True,False,False,False,False,False,False,False
2024-09-11,02115,11.0,-3.7,999.4,0.9,False,0.3,2.6,24.7,False,11.3,True,False,False,False,False,False,False,False
2024-09-12,02115,10.6,-0.4,1000.2,0.8,False,1.3,5.8,9.9,False,7.8,True,False,False,False,False,False,False,False
2024-09-13,02115,10.9,0.3,1000.6,0.4,False,7.2,5.4,13.4,False,9.8,True,False,False,False,False,False,False,False
2024-09-14,02115,13.4,2.5,999.8,-0.7,False,3.7,18.5,0.0,False,9.4,False,False,False,False,False,False,False,False
2024-09-15,02115,14.7,1.3,997.8,-2.1,False,0.2,7.4,16.8,False,11.1,False,False,False,False,False,False,False,False
2024-09-16,02115,8.4,-6.3,997.6,-0.2,False,8.3,16.8,24.8,False,8.8,True,False,False,False,False,False,False,False
2024-09-17,02115,13.9,5.5,994.2,-3.3,False,0.0,14.9,16.0,False,9.7,True,False,False,False,False,False,False,False
2024-09-18,02115,10.8,-3.1,994.1,-0.2,False,0.0,6.3,15.6,False,9.1,True,False,False,False,False,False,False,False
2024-09-19,02115,14.0,3.3,990.8,-3.3,False,0.9,15.8,18.6,False,8.1,True,False,False,False,False,False,False,False
2024-09-20,02115,10.2,-3.8,996.3,5.5,True,0.0,20.2,15.3,False,8.3,True,False,False,False,False,False,False,False
2024-09-21,02115,17.9,7.7,1000.5,4.2,False,0.0,10.6,0.0,False,10.4,False,False,False,False,False,False,False,False
2024-09-22,02115,8.9,-9.0,1000.0,-0.5,False,0.0,4.8,15.4,False,10.4,False,False,False,False,False,False,False,False
2024-09-23,02115,11.1,2.2,1002.3,2.3,False,0.0,3.7,6.8,False,10.1,True,False,False,False,False,False,False,False
2024-09-24,02115,4.4,-6.7,1007.5,5.3,True,1.1,11.5,19.3,False,7.8,True,False,False,False,False,False,False,False
2024-09-25,02115,17.6,13.2,1009.2,1.7,False,9.8,9.4,29.6,False,7.2,True,False,False,False,False,False,False,False
2024-09-26,02115,10.6,-7.0,1009.5,0.3,False,0.0,6.4,5.3,False,10.8,True,False,False,False,False,False,False,False
2024-09-27,02115,7.7,-2.9,1012.8,3.3,False,5.0,4.1,6.7,False,8.9,True,False,False,False,False,False,False,False
2024-09-28,02115,12.0,4.3,1015.4,2.6,False,1.3,3.2,29.7,False,5.1,False,False,False,False,False,True,False,False
2024-09-29,02115,7.1,-4.8,1013.5,-1.9,False,2.8,4.7,8.2,False,7.2,False,False,False,False,False,False,False,False
2024-09-30,02115,10.9,3.8,1016.0,2.5,False,0.0,8.3,0.0,False,8.4,True,False,False,False,False,False,False,False
2024-10-01,02115,14.2,3.3,1011.0,-5.0,False,5.1,3.0,18.1,False,6.4,True,False,False,False,False,False,False,False
2024-10-02,02115,9.9,-4.3,1011.7,0.7,False,0.0,14.1,14.4,False,7.3,True,False,False,False,False,False,False,False
2024-10-03,02115,6.2,-3.7,1014.1,2.4,False,3.0,5.9,21.1,False,8.1,True,False,False,False,False,False,False,False
2024-10-04,02115,7.7,1.5,1014.5,0.4,False,3.2,3.0,11.5,False,6.5,True,False,False,False,False,False,False,False
2024-10-05,02115,3.9,-3.8,1016.0,1.5,False,4.9,7.0,0.0,False,6.6,False,False,False,False,False,False,False,False
2024-10-06,02115,7.8,3.9,1009.3,-6.7,True,0.2,4.3,6.9,False,8.6,False,False,False,False,False,False,False,False
2024-10-07,02115,10.7,2.9,1009.3,-0.0,False,0.0,9.7,0.0,False,7.6,True,False,False,False,False,False,False,False
2024-10-08,02115,6.8,-3.9,1007.3,-2.0,False,2.7,2.2,1.4,False,6.2,True,False,False,False,False,False,False,False
2024-10-09,02115,2.6,-4.1,1010.3,3.1,False,1.7,4.8,13.7,False,7.5,True,False,False,False,False,False,False,False
2024-10-10,02115,5.2,2.6,1016.0,5.7,True,2.5,2.0,23.3,False,9.8,True,False,False,False,False,True,False,False
2024-10-11,02115,9.2,4.0,1013.8,-2.2,False,0.0,2.0,0.0,False,9.2,True,False,False,False,False,False,False,False
2024-10-12,02115,2.2,-7.0,1012.9,-0.9,False,0.0,12.2,12.7,False,6.7,False,False,False,False,False,False,False,False
2024-10-13,02115,10.4,8.1,1011.7,-1.2,False,5.9,19.3,0.3,False,6.8,False,False,False,False,False,False,False,False
2024-10-14,02115,10.7,0.3,1013.0,1.3,False,5.0,14.7,9.1,False,6.8,True,False,False,False,False,False,False,False
2024-10-15,02115,2.7,-8.0,1014.6,1.6,False,0.0,7.7,0.0,False,7.6,True,False,False,False,False,False,False,False
2024-10-16,02115,5.6,3.0,1009.8,-4.8,False,0.9,6.5,0.0,False,7.6,True,False,False,False,False,False,False,False
2024-10-17,02115,6.3,0.7,1007.4,-2.4,False,0.0,4.0,0.0,False,9.9,True,False,False,False,False,False,False,False
2024-10-18,02115,1.2,-5.1,1006.1,-1.3,False,0.0,18.7,16.6,False,8.5,True,False,False,False,False,False,False,False
2024-10-19,02115,12.2,11.0,1004.6,-1.5,False,2.0,2.2,9.8,False,6.5,False,False,False,False,False,False,False,False
2024-10-20,02115,10.7,-1.5,1000.0,-4.6,False,2.5,4.6,12.7,False,6.5,False,False,False,False,False,False,False,False
2024-10-21,02115,3.6,-7.1,998.7,-1.3,False,1.1,13.2,0.0,False,8.5,True,False,False,False,False,False,False,False
2024-10-22,02115,2.9,-0.7,992.6,-6.1,True,13.1,17.8,0.0,False,6.6,True,False,False,False,False,False,False,False
2024-10-23,02115,6.5,3.6,990.0,-2.6,False,2.8,8.2,6.9,False,5.0,True,False,False,False,False,False,False,False
2024-10-24,02115,5.6,-0.9,990.4,0.4,False,3.3,3.2,15.1,False,6.6,True,False,False,False,False,False,False,False
2024-10-25,02115,4.5,-1.0,990.0,-0.4,False,0.0,9.7,17.1,False,8.7,True,False,False,False,False,False,False,False
2024-10-26,02115,3.6,-1.0,990.0,0.0,False,6.1,4.6,0.0,False,6.2,False,False,False,False,False,False,False,False
2024-10-27,02115,11.0,7.5,990.5,0.5,False,2.1,6.7,5.2,False,9.8,False,False,False,False,False,True,False,False
2024-10-28,02115,4.1,-7.0,990.0,-0.5,False,0.9,15.6,0.0,False,4.5,True,False,False,False,False,False,False,False
2024-10-29,02115,1.9,-2.2,990.0,0.0,False,0.0,4.3,8.9,False,5.3,True,False,False,False,False,False,False,False
2024-10-30,02115,6.0,4.2,993.7,3.7,False,7.7,12.8,21.9,False,4.8,True,False,False,False,False,False,False,False
2024-10-31,02115,9.0,3.0,995.5,1.8,False,11.8,4.3,12.6,False,6.4,True,False,False,False,True,False,False,False
2024-11-01,02115,3.2,-5.8,991.6,-3.9,False,0.0,8.0,19.4,False,8.1,True,False,False,False,True,False,False,False
2024-11-02,02115,0.7,-2.5,991.1,-0.5,False,0.0,2.1,2.2,False,8.0,False,False,False,False,True,False,False,False
2024-11-03,02115,4.2,3.5,991.0,-0.1,False,6.9,3.6,8.0,False,5.4,False,False,False,False,True,True,False,False
2024-11-04,02115,0.8,-3.4,990.0,-1.0,False,0.0,13.8,23.7,False,6.6,True,False,False,False,True,False,False,False
2024-11-05,02115,1.6,0.8,990.8,0.8,False,0.0,8.8,0.0,False,9.5,True,False,False,False,True,False,False,False
2024-11-06,02115,-0.6,-2.2,992.0,1.3,False,6.2,4.0,32.1,False,5.9,True,False,False,False,True,False,False,False
2024-11-07,02115,1.8,2.4,993.7,1.6,False,1.5,10.8,4.1,False,4.9,True,False,False,False,False,False,False,False
2024-11-08,02115,-1.7,-3.5,996.9,3.2,False,1.6,13.1,9.3,False,3.6,True,False,False,False,False,False,False,False
2024-11-09,02115,3.6,5.3,998.0,1.1,False,5.2,2.0,6.8,False,7.2,False,False,False,False,False,True,False,False
2024-11-10,02115,-0.6,-4.2,996.9,-1.1,False,4.0,2.0,1.0,False,4.4,False,False,False,False,False,False,False,False
2024-11-11,02115,-2.5,-1.9,996.3,-0.6,False,2.7,4.7,14.0,False,5.7,True,False,False,False,False,False,False,False
2024-11-12,02115,0.3,2.8,997.7,1.4,False,0.0,13.5,0.5,False,6.5,True,False,False,False,False,False,False,False
2024-11-13,02115,4.3,4.0,999.1,1.4,False,2.0,15.1,12.0,False,8.2,True,False,False,False,False,False,False,False
2024-11-14,02115,-4.4,-8.7,999.9,0.8,False,10.5,3.0,7.4,False,3.8,True,False,False,False,False,True,False,False
2024-11-15,02115,-2.3,2.2,1002.5,2.6,False,0.5,9.9,8.9,False,7.9,True,False,False,False,False,False,False,False
2024-11-16,02115,-1.7,0.6,1003.3,0.8,False,0.0,9.5,0.0,False,4.4,False,False,False,False,False,False,False,False
2024-11-17,02115,4.2,5.9,1003.2,-0.1,False,1.9,13.0,4.1,False,5.0,False,False,False,False,False,False,False,False
2024-11-18,02115,-0.4,-4.6,1003.5,0.3,False,0.0,8.5,0.0,False,7.0,True,False,False,False,False,False,False,False
2024-11-19,02115,-0.4,-0.0,1001.0,-2.5,False,0.6,5.1,0.0,False,3.5,True,False,False,False,False,True,False,False
2024-11-20,02115,-5.9,-5.5,998.7,-2.3,False,2.4,20.3,0.0,False,7.8,True,False,False,False,False,False,False,False
2024-11-21,02115,-3.7,2.2,1001.9,3.2,False,0.8,2.6,3.3,False,5.6,True,False,False,False,False,False,True,False
2024-11-22,02115,2.1,5.8,1003.3,1.3,False,2.1,4.6,6.6,False,8.9,True,False,False,False,False,False,False,False
2024-11-23,02115,9.4,7.3,1004.8,1.5,False,1.6,11.0,0.0,False,5.0,False,False,False,False,False,False,False,False
2024-11-24,02115,0.5,-8.9,1008.1,3.3,False,7.4,5.9,13.6,False,6.9,False,False,False,False,False,False,False,False
2024-11-25,02115,0.5,-0.0,1010.4,2.3,False,0.0,8.2,0.8,False,5.2,True,False,False,False,False,False,False,False
2024-11-26,02115,-0.2,-0.7,1004.8,-5.7,True,7.6,7.0,0.0,False,6.5,True,False,False,False,False,False,False,False
2024-11-27,02115,-1.2,-1.0,1007.1,2.3,False,0.0,11.6,0.0,False,6.6,True,False,False,False,False,False,False,False
2024-11-28,02115,-3.0,-1.8,1007.3,0.2,False,3.7,11.9,0.0,False,1.6,True,False,False,False,False,False,False,False
2024-11-29,02115,-1.9,1.1,1004.2,-3.1,False,7.5,6.4,2.6,False,4.3,True,False,False,False,False,True,False,False
2024-11-30,02115,-0.3,1.6,1003.3,-0.8,False,4.4,7.3,0.0,False,3.4,False,False,False,False,False,False,True,False
2024-12-01,02115,-2.3,-2.0,1005.2,1.9,False,4.1,2.8,2.7,False,6.1,False,False,False,False,False,False,False,False
2024-12-02,02115,-0.7,1.5,1006.5,1.3,False,4.7,4.4,0.0,False,4.0,True,False,False,False,False,False,False,False
2024-12-03,02115,-3.7,-3.0,1008.2,1.8,False,0.1,3.0,0.0,False,5.4,True,False,False,False,False,False,False,False
2024-12-04,02115,-2.8,0.9,1011.4,3.2,False,13.2,2.1,20.1,False,6.3,True,False,False,False,False,False,False,False
2024-12-05,02115,-0.8,2.0,1004.8,-6.6,True,10.0,7.4,0.0,False,5.7,True,False,False,False,False,False,False,False
2024-12-06,02115,-0.3,0.5,1008.5,3.7,False,0.0,6.1,0.0,False,10.3,True,False,False,False,False,False,False,False
2024-12-07,02115,0.8,1.1,1014.1,5.6,True,5.1,5.1,0.0,False,6.4,False,False,False,False,False,False,False,False
2024-12-08,02115,-1.6,-2.5,1019.9,5.8,True,0.0,6.9,0.0,False,7.7,False,False,False,False,False,False,False,False
2024-12-09,02115,2.1,3.8,1018.3,-1.6,False,0.0,2.0,23.3,False,7.1,True,False,False,False,False,False,False,False
2024-12-10,02115,-0.2,-2.3,1015.5,-2.8,False,13.6,11.5,0.0,False,3.6,True,False,False,False,False,False,False,False
2024-12-11,02115,5.3,5.5,1019.6,4.1,False,5.5,17.0,0.0,False,5.1,True,False,False,False,False,False,False,False
2024-12-12,02115,-4.8,-10.1,1021.4,1.8,False,9.4,5.6,0.2,False,4.8,True,False,False,False,False,False,False,False
2024-12-13,02115,3.0,7.8,1024.0,2.6,False,0.0,11.2,1.1,False,5.7,True,False,False,False,False,False,False,False
2024-12-14,02115,-1.8,-4.8,1024.7,0.7,False,7.7,6.5,13.0,False,5.2,False,False,False,False,False,False,False,False
2024-12-15,02115,3.0,4.8,1026.6,1.9,False,16.3,7.5,0.0,False,6.2,False,False,False,False,False,False,False,False
2024-12-16,02115,0.5,-2.4,1022.5,-4.2,False,0.0,13.9,0.0,False,6.5,True,False,False,False,False,False,False,False
2024-12-17,02115,-1.2,-1.7,1022.5,0.0,False,0.5,3.6,0.0,False,3.6,True,False,False,False,False,False,False,False
2024-12-18,02115,0.2,1.3,1018.5,-4.0,False,0.1,6.1,0.0,False,8.0,True,False,False,False,False,False,False,False
2024-12-19,02115,-5.0,-5.2,1021.3,2.8,False,0.0,12.2,2.1,False,6.5,True,False,True,False,False,False,False,False
2024-12-20,02115,-1.8,3.2,1019.4,-1.9,False,0.0,13.7,6.8,False,4.9,False,True,True,False,False,True,False,False
2024-12-21,02115,-6.1,-4.3,1022.2,2.8,False,0.8,5.6,7.0,False,4.8,False,True,True,False,False,True,False,False
2024-12-22,02115,-4.7,1.4,1021.7,-0.5,False,0.9,19.6,0.0,False,6.7,False,True,False,False,False,False,False,False
2024-12-23,02115,1.4,6.1,1022.8,1.1,False,1.3,6.4,0.0,False,6.0,False,True,False,False,False,False,False,False
2024-12-24,02115,-5.0,-6.4,1024.7,1.9,False,0.9,7.1,3.7,False,9.1,False,True,False,False,False,False,False,False
2024-12-25,02115,-3.3,1.6,1023.0,-1.6,False,12.4,16.3,5.4,False,5.0,False,True,False,True,False,False,False,False
2024-12-26,02115,-2.6,0.7,1017.7,-5.3,True,0.6,13.0,0.0,False,8.2,False,True,False,False,False,False,True,False
2024-12-27,02115,-5.8,-3.2,1022.1,4.4,False,4.4,6.5,0.0,False,4.7,False,True,False,False,False,True,False,False
2024-12-28,02115,-0.4,5.4,1016.6,-5.6,True,1.9,14.9,4.2,False,5.1,False,True,False,False,False,False,False,False
2024-12-29,02115,-3.5,-3.0,1019.7,3.2,False,3.8,23.5,0.0,False,7.4,False,True,False,False,False,False,False,False
2024-12-30,02115,2.8,6.3,1017.8,-2.0,False,1.4,5.8,0.0,False,7.6,False,True,False,False,False,False,False,False
2024-12-31,02115,-5.4,-8.2,1022.8,5.0,False,0.4,3.9,0.0,False,8.2,False,True,False,False,False,False,False,False
2025-01-01,02115,-0.6,4.8,1027.0,4.3,False,0.0,11.1,4.2,False,5.7,False,True,False,True,False,False,False,False
2025-01-02,02115,-0.7,-0.1,1027.1,0.0,False,0.0,4.7,0.0,False,3.7,False,True,False,False,False,False,False,False
2025-01-03,02115,-5.8,-5.2,1027.5,0.4,False,0.0,9.8,0.0,False,4.0,False,True,False,False,False,False,False,False
2025-01-04,02115,1.2,7.1,1025.4,-2.1,False,3.0,3.9,1.6,False,4.9,False,True,False,False,False,False,False,False
2025-01-05,02115,-4.2,-5.4,1026.7,1.3,False,4.1,16.4,0.0,False,2.7,False,False,True,False,False,False,False,False
2025-01-06,02115,-2.8,1.3,1024.6,-2.1,False,0.0,2.5,0.0,False,4.8,True,False,True,False,False,False,False,False
2025-01-07,02115,1.2,4.0,1023.9,-0.7,False,0.0,10.2,0.0,False,6.9,True,False,True,False,False,False,False,False
2025-01-08,02115,-0.1,-1.3,1021.6,-2.3,False,3.2,11.5,5.5,False,6.1,True,False,False,False,False,False,False,False
2025-01-09,02115,2.5,2.6,1024.3,2.7,False,0.2,16.7,7.6,False,6.6,True,False,False,False,False,False,False,False
2025-01-10,02115,1.9,-0.6,1032.9,8.5,True,0.8,7.0,0.0,False,8.5,True,False,False,False,False,False,False,False
2025-01-11,02115,-4.9,-6.8,1030.6,-2.3,False,3.4,10.5,0.0,False,3.2,False,False,False,False,False,False,False,False
2025-01-12,02115,3.8,8.7,1029.7,-0.8,False,10.5,5.8,0.0,False,5.0,False,False,False,False,False,False,False,False
2025-01-13,02115,-0.6,-4.4,1025.9,-3.8,False,2.3,2.0,9.1,False,6.2,True,False,False,False,False,False,False,False
2025-01-14,02115,3.6,4.2,1028.7,2.8,False,5.8,12.7,0.0,False,3.8,True,False,False,False,False,True,False,False
2025-01-15,02115,3.5,-0.1,1025.9,-2.8,False,0.9,9.3,0.0,False,6.9,True,False,False,False,False,False,False,False
2025-01-16,02115,4.4,0.9,1031.4,5.5,True,0.0,20.7,0.0,False,8.6,True,False,False,False,False,False,False,False
2025-01-17,02115,-4.0,-8.4,1030.8,-0.5,False,3.4,2.6,0.0,False,5.4,True,False,False,False,False,False,False,False
2025-01-18,02115,1.4,5.4,1033.8,2.9,False,0.3,3.2,0.0,False,7.0,False,False,False,False,False,False,False,False
2025-01-19,02115,-1.0,-2.4,1033.1,-0.7,False,0.6,4.7,0.0,False,6.7,False,False,False,False,False,False,False,False
2025-01-20,02115,3.6,4.6,1035.0,1.9,False,0.0,5.6,0.0,False,7.7,True,False,False,False,False,False,False,False
2025-01-21,02115,-2.6,-6.1,1032.1,-2.9,False,2.4,5.8,17.2,False,6.4,True,False,False,False,False,False,False,False
2025-01-22,02115,-0.0,2.5,1031.6,-0.5,False,3.2,6.2,22.2,False,6.1,True,False,False,False,False,False,False,False
2025-01-23,02115,9.2,9.3,1034.2,2.6,False,0.0,10.2,0.0,False,6.0,True,False,False,False,False,False,False,False
2025-01-24,02115,-2.3,-11.5,1034.2,0.0,False,2.3,8.9,8.6,False,4.3,True,False,False,False,False,True,False,False
2025-01-25,02115,-2.0,0.3,1035.0,0.8,False,0.0,8.4,0.2,False,5.0,False,False,False,False,False,False,False,False
2025-01-26,02115,-2.5,-0.4,1035.0,0.0,False,0.7,8.5,3.6,False,5.9,False,False,False,False,False,False,False,False
2025-01-27,02115,5.2,7.7,1032.7,-2.3,False,0.0,2.8,0.0,False,5.5,True,False,False,False,False,False,False,False
2025-01-28,02115,-5.4,-10.6,1029.6,-3.2,False,0.0,8.5,8.0,False,4.4,True,False,False,False,False,True,False,False
2025-01-29,02115,9.1,14.5,1024.8,-4.8,False,0.0,2.6,16.2,False,10.3,True,False,False,False,False,False,False,False
2025-01-30,02115,-4.8,-13.9,1024.0,-0.7,False,0.0,3.8,4.7,False,7.2,True,False,False,False,False,True,False,False
2025-01-31,02115,4.0,8.8,1024.1,0.0,False,0.1,11.6,0.0,False,5.6,True,False,False,False,False,False,False,False
